name;main_category;sub_category;image;link;ratings;no_of_ratings;discount_price;actual_price;brand
NIVIA Encounter Stockings-Large;sports & fitness;Cycling;https://m.media-amazon.com/images/I/61v7q9uBOGL._AC_UL320_.jpg;https://www.amazon.in/Nivia-Encounter-Stockings-Royal-Blue/dp/B079S6HJMY/ref=sr_1_73?qid=1679216994&s=sports&sr=1-73;3.8;268.0;;105.0;NIVIA
Amazon Brand - Symactive Sprinter S2000 Series, 26T Geared Mountain Bike (Shimano 21-Speed Gear), Front Suspension, Dual D...;sports & fitness;Cycling;https://m.media-amazon.com/images/I/81HTjWJxTUL._AC_UL320_.jpg;https://www.amazon.in/Amazon-Brand-Symactive-Sprinter-Suspension/dp/B0BCFH2N8X/ref=sr_1_74?qid=1679216994&s=sports&sr=1-74;3.6;81.0;8299.0;32000.0;Amazon
Leader Kids Children, Boys, Girls 20T Road Bike , 20 Inches Steel Frame , Single Speed Cycle for 7-10 Years , Sea Green & ...;sports & fitness;Cycling;https://m.media-amazon.com/images/I/81522BnOL3L._AC_UL320_.jpg;https://www.amazon.in/Leader-Murphy-Green-Light-Colour/dp/B087C3NKSX/ref=sr_1_75?qid=1679216994&s=sports&sr=1-75;3.8;447.0;3999.0;5900.0;Leader
AmazonBasics Multipurpose Cycle Tool Kit with Bottle Holder;sports & fitness;Cycling;https://m.media-amazon.com/images/I/81yrhJRvYpL._AC_UL320_.jpg;https://www.amazon.in/AmazonBasics-Multipurpose-Cycle-Bottle-Holder/dp/B086DXBNCD/ref=sr_1_76?qid=1679216994&s=sports&sr=1-76;4.0;169.0;376.0;1500.0;AmazonBasics
N2S NEXT2SKIN Women's Low Ankle Length Sneaker Cotton Thumb Socks (Pack of 3) (Assorted);sports & fitness;Cycling;https://m.media-amazon.com/images/I/61GF1NzJEiL._AC_UL320_.jpg;https://www.amazon.in/N2S-NEXT2SKIN-Womens-Length-Cotton/dp/B07PXS6V8R/ref=sr_1_77_mod_primary_new?qid=1679216994&s=sports&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-77;4.0;424.0;313.0;330.0;N2S
JoyRide Stylish Sports Plus Trike Push & Plug Baby Trike| Tricycle with Dual Storage Basket for Kids| Boys| Girls Age Grou...;sports & fitness;Cycling;https://m.media-amazon.com/images/I/51yWOJ6My6L._AC_UL320_.jpg;https://www.amazon.in/JoyRide-Stylish-Sports-Tricycle-Storage/dp/B09YYJN9NX/ref=sr_1_78?qid=1679216994&s=sports&sr=1-78;3.8;416.0;1652.0;2899.0;JoyRide
UZARUS Womens Dry Fit Workout Top Sports Gym T-Shirt;sports & fitness;Cycling;https://m.media-amazon.com/images/I/615seF3thLL._AC_UL320_.jpg;https://www.amazon.in/UZARUS-Womens-Workout-Sports-T-Shirt/dp/B09ZFD5PWZ/ref=sr_1_79?qid=1679216994&s=sports&sr=1-79;3.7;485.0;349.0;1499.0;UZARUS
Leader Spyder 27.5T MTB Cycle/Bike Single Speed with Complete Accessories for Men - Matt Black/Orange Ideal for 15+ Years...;sports & fitness;Cycling;https://m.media-amazon.com/images/I/81y9uUq1lnL._AC_UL320_.jpg;https://www.amazon.in/Leader-Spyder-27-5T-MTB-Cycle/dp/B0BSS17P4R/ref=sr_1_80?qid=1679216994&s=sports&sr=1-80;5.0;1.0;4999.0;11999.0;Leader
Proberos® Hi-Tech Performance Athletic Socks for Men Women, Rubber Anti-Slip and Thicken Cushion Sport Socks Ankle Length ...;sports & fitness;Cycling;https://m.media-amazon.com/images/I/61ODfHdGVmL._AC_UL320_.jpg;https://www.amazon.in/Proberos%C2%AE-Performance-Athletic-Anti-Slip-Badminton/dp/B0BHP7LYDK/ref=sr_1_81?qid=1679216994&s=sports&sr=1-81;4.4;23.0;395.0;719.0;Proberos®
"Lifelong Conqueror Freeride Shimano Gear Cycle,27.5T Steel MTB Unisex Cycle with 21 Speed|Dual Disc Brake|Frame Size: 18""|...";sports & fitness;Cycling;https://m.media-amazon.com/images/I/81VZgPyUj4L._AC_UL320_.jpg;https://www.amazon.in/Lifelong-Freeride-Suspension-Shimano-IConqueror/dp/B09XF4BPYJ/ref=sr_1_82?qid=1679216994&s=sports&sr=1-82;4.2;1145.0;10499.0;19499.0;Lifelong
R for Rabbit Tiny Toes T10 Ace with EVA Wheels Kids/Baby Tricycle, Cycle for Kids, Tricycle for Kids for 1.5 to 5 Years Ba...;sports & fitness;Cycling;https://m.media-amazon.com/images/I/618X2T7iiRL._AC_UL320_.jpg;https://www.amazon.in/Rabbit-Wheels-Tricycle-Storage-Basket/dp/B0BBS2HYCL/ref=sr_1_83?qid=1679216994&s=sports&sr=1-83;3.5;300.0;1869.0;2493.0;R
MICHELIN 12206 Analogue Double Barrel Foot Pump with Rubber Feet (Black);sports & fitness;Cycling;https://m.media-amazon.com/images/I/51mDMyokaCL._AC_UL320_.jpg;https://www.amazon.in/Michelin-12206-Analogue-Double-Barrel/dp/B00IOQ1LR8/ref=sr_1_84?qid=1679216994&s=sports&sr=1-84;4.3;2589.0;2095.0;3835.0;MICHELIN
Nivia Plain Encounter Stockings (M, Blue) - Polyester Blend, Unisex, Knee Length, Pack of 1 Pair;sports & fitness;Cycling;https://m.media-amazon.com/images/I/61nsa2dtQOL._AC_UL320_.jpg;https://www.amazon.in/Nivia-728MNW-Encounter-Stockings-Medium/dp/B079SF1Z4W/ref=sr_1_85?qid=1679216994&s=sports&sr=1-85;4.1;252.0;;145.0;Nivia
Enamor Women's Shorts (Black);sports & fitness;Cycling;https://m.media-amazon.com/images/I/510kGmNNsmL._AC_UL320_.jpg;https://www.amazon.in/Enamor-E032-BLK-Womens-Bottom-E032-BLK_Black_M/dp/B0785HRSBF/ref=sr_1_86?qid=1679216994&s=sports&sr=1-86;4.2;1270.0;284.0;299.0;Enamor
Lifelong Adjustable Cycling Helmet with Detachable Visor|Adjustable Light Weight Mountain Bike Cycle Helmet with Padding f...;sports & fitness;Cycling;https://m.media-amazon.com/images/I/71q10atG9VL._AC_UL320_.jpg;https://www.amazon.in/Lifelong-Adjustable-Detachable-Mountain-LLFAH05/dp/B0BJVPY5G3/ref=sr_1_87?qid=1679216994&s=sports&sr=1-87;4.1;78.0;799.0;1999.0;Lifelong
RKPM Multi-Purpose Mountain Bike Bicycle Repair Tool Kit Allen Key Spoke Wrench 16 IN 1;sports & fitness;Cycling;https://m.media-amazon.com/images/I/51v779pmsOL._AC_UL320_.jpg;https://www.amazon.in/RKPM-Multi-Purpose-Mountain-Bicycle-Repair/dp/B07MY5GF6L/ref=sr_1_88?qid=1679216994&s=sports&sr=1-88;3.9;144.0;195.0;899.0;RKPM
FUNEX Moisture Wicking and Non-Slip Exercise Workout Cotton Headband for Men and Women (Color Black & Blue | Pack of 2);sports & fitness;Cycling;https://m.media-amazon.com/images/I/61S5DOjDJDL._AC_UL320_.jpg;https://www.amazon.in/FUNEX-Moisture-Non-Slip-Exercise-Headband/dp/B09NM9V6WL/ref=sr_1_89?qid=1679216994&s=sports&sr=1-89;2.7;13.0;195.0;275.0;FUNEX
Amazon Brand - Symactive Water Resistant Polyester Cycle Body Cover, Black;sports & fitness;Cycling;https://m.media-amazon.com/images/I/71yDmJ7hXhS._AC_UL320_.jpg;https://www.amazon.in/Amazon-Brand-Symactive-Resistant-Polyester/dp/B08VX67ZSM/ref=sr_1_90?qid=1679216994&s=sports&sr=1-90;3.9;65.0;359.0;629.0;Amazon
AFPIN Cycle 15 in 1 Cycle Tool kit Multi-Purpose Wrench Mountain Cycle Repair Tool kit Allen Key Spoke Cycle Tool kit Set ...;sports & fitness;Cycling;https://m.media-amazon.com/images/I/512cx762zHL._AC_UL320_.jpg;https://www.amazon.in/AFPIN-Multi-Purpose-Wrench-Mountain-Repair/dp/B08WX2C92K/ref=sr_1_91?qid=1679216994&s=sports&sr=1-91;3.6;287.0;189.0;799.0;AFPIN
Jockey Women's Tailored Fit Thermal Top;sports & fitness;Cycling;https://m.media-amazon.com/images/I/81zj09l9HAL._AC_UL320_.jpg;https://www.amazon.in/Jockey-Womens-Thermal-2503-0105-CHAML_Charcoal-Melange_Medium/dp/B014SQJENK/ref=sr_1_92?qid=1679216994&s=sports&sr=1-92;4.2;4207.0;;519.0;Jockey
Gadget Deals Bicycle Safety Cycle Blinker Light LED Front Cycle Blinking Light Rear Light Combo Cycle Warning Light Combo;sports & fitness;Cycling;https://m.media-amazon.com/images/I/41bx2fh4JML._AC_UL320_.jpg;https://www.amazon.in/Gadget-Deals-Bicycle-Blinker-Blinking/dp/B08X3DGQWY/ref=sr_1_93?qid=1679216994&s=sports&sr=1-93;3.4;203.0;189.0;499.0;Gadget
RACHEYTA Ultra-Thin Transparent Nylon Summer Ankle Length Stocking Socks for Women/Girl's;sports & fitness;Cycling;https://m.media-amazon.com/images/I/51YbjWHW3fL._AC_UL320_.jpg;https://www.amazon.in/RACHEYTA-Ultra-Thin-Transparent-Summer-Length/dp/B09ZYT9TH7/ref=sr_1_94?qid=1679216994&s=sports&sr=1-94;3.6;15.0;249.0;399.0;RACHEYTA
Dark Horse® Bicycle New Tail Light with 3 Colors Red, Blue & White LED Light 6 Mode USB Rechargeable;sports & fitness;Cycling;https://m.media-amazon.com/images/I/41JSkgO+5+L._AC_UL320_.jpg;https://www.amazon.in/Dark-Horse%C2%AE-Bicycle-Colors-Rechargeable/dp/B08QS4ML6D/ref=sr_1_95?qid=1679216994&s=sports&sr=1-95;3.9;121.0;377.0;1299.0;Dark
Lista Aluminum-Alloy Side Kickstand for Road Bike Mountain Bicycle (Black);sports & fitness;Cycling;https://m.media-amazon.com/images/I/31i2OVITwnL._AC_UL320_.jpg;https://www.amazon.in/Lista-Aluminum-Alloy-Kickstand-Mountain-Bicycle/dp/B09RMX41NT/ref=sr_1_96?qid=1679216994&s=sports&sr=1-96;3.7;247.0;280.0;499.0;Lista
Lifelong Without Gear Single Speed 26T MTB Cycle, Mountain Bikes|Frame Size: 18 inches|Cycle with Free Installation Assist...;sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81cHNPztKcL._AC_UL320_.jpg;https://www.amazon.in/Lifelong-LLBC2601-Escape-Cycle-Black/dp/B096GXBX1L/ref=sr_1_145?qid=1679216996&s=sports&sr=1-145;3.8;870.0;5399.0;7499.0;Lifelong
NAVYSPORT Men's Calf Length Cotton Socks (Pack Of 3);sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71w6cbUykXL._AC_UL320_.jpg;https://www.amazon.in/NAVYSPORT-Cotton-Athletic-Socks-Melange/dp/B09WRSSSB5/ref=sr_1_146?qid=1679216996&s=sports&sr=1-146;4.1;10244.0;261.0;599.0;NAVYSPORT
Tripole Hydration Backpacks 3 litres for Cycling and Trail Running;sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/8109+FngMqL._AC_UL320_.jpg;https://www.amazon.in/Tripole-Hydration-Backpacks-Cycling-Running/dp/B09D7G885D/ref=sr_1_147?qid=1679216996&s=sports&sr=1-147;4.0;128.0;;719.0;Tripole
Hero Zoom 14T Single Speed Kids Cycles;sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71hYYVHp4hL._AC_UL320_.jpg;https://www.amazon.in/Hero-Single-Speed-Cycles-Color/dp/B085CQ2YKK/ref=sr_1_148?qid=1679216996&s=sports&sr=1-148;3.3;1623.0;2696.98;2966.72;Hero
Missby Regular Wear Anti-Tan Nylon Ankle Thumb Socks for Women and Girls (Beige Color, Free Size, Pack of 4);sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51g1-ZEXZCL._AC_UL320_.jpg;https://www.amazon.in/Missby-Regular-Anti-Tan-Nylon-Ankle/dp/B07TQJW6YX/ref=sr_1_149?qid=1679216996&s=sports&sr=1-149;3.4;316.0;199.0;399.0;Missby
Geekey Multi-Tool – Key Shaped Pocket Tool for Your Keychain w/Bottle Opener, Screwdriver, Ruler, Wrench, Box Cutter, bit ...;sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71HMLf5v5mL._AC_UL320_.jpg;https://www.amazon.in/Geekey-Multi-Tool-Keychain-Screwdriver-Stainless/dp/B07T5JZD9H/ref=sr_1_150?qid=1679216996&s=sports&sr=1-150;4.6;6083.0;599.0;999.0;Geekey
Amazon Brand - Solimo Bicycle Frame Saddle Bag with Touchscreen Pocket for Smartphone;sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81WCblTdhBL._AC_UL320_.jpg;https://www.amazon.in/Amazon-Brand-Solimo-so_flingyrqba_15-Cycling/dp/B084DPX1B9/ref=sr_1_151?qid=1679216996&s=sports&sr=1-151;3.8;536.0;309.0;700.0;Amazon
"Leader Speedy Bike 20T Kids Cycle for Age 6 to 10 Years (Black/Orange) | Frame Size 12"" | Unisex Cycle";sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71rW7pjs7CL._AC_UL320_.jpg;https://www.amazon.in/Leader-Speedy-Single-Bicycle-Suspension/dp/B09L8F82G1/ref=sr_1_152?qid=1679216996&s=sports&sr=1-152;3.5;26.0;3999.0;8775.0;Leader
Asian Paints ezyCR8 Rust Remover Spray for Home & Automotive Maintenance, Effective Rust & Grease Removal, Lubricant Spray...;sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41oo4J5TMQL._AC_UL320_.jpg;https://www.amazon.in/Asian-Paints-MultiPurpose-Maintenance-Transparent/dp/B0B9XZ65LK/ref=sr_1_153?qid=1679216996&s=sports&sr=1-153;4.0;25.0;189.0;210.0;Asian
NIVIA G 20-20 Plastic Sipper/Bottle - Black (600 ml, Pack of 1);sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41lRlWwwxBL._AC_UL320_.jpg;https://www.amazon.in/Nivia-20-20-Plastic-Sipper-Black/dp/B01G8Y6AJ6/ref=sr_1_154?qid=1679216996&s=sports&sr=1-154;3.7;2839.0;147.24;170.0;NIVIA
Nivia Plain Encounter Stockings (M, White) Polyester Blend, Pack of 1 Pair, Unisex, Knee Length;sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81A29NDsEvL._AC_UL320_.jpg;https://www.amazon.in/Nivia-728MWB-Encounter-Stockings-Medium/dp/B079S6Q2GF/ref=sr_1_155?qid=1679216996&s=sports&sr=1-155;4.1;180.0;;149.0;Nivia
AFPIN Kids Adults Cycle Light 3 Modes Cycle Bell Siren Hooter Cycle Bell for Bicycle Horn and Light (Multicolor);sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41RjM-rFovL._AC_UL320_.jpg;https://www.amazon.in/AFPIN-Adults-Hooter-Bicycle-Multicolor/dp/B08XH7DZMX/ref=sr_1_156?qid=1679216996&s=sports&sr=1-156;3.2;48.0;229.0;699.0;AFPIN
Mistie Hub Yoga Socks & Colorful Yoga Socks for Women Non-Slip Grips & Straps, Ideal for Pilates, Pure Barre, Ballet, Danc...;sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41pnY565MeL._AC_UL320_.jpg;https://www.amazon.in/Mistie-Hub-Yoga-Socks-Colorful/dp/B0BNXKTMWS/ref=sr_1_157?qid=1679216996&s=sports&sr=1-157;4.8;29.0;249.0;999.0;Mistie
Fitkit Classic Bottle Shaker 700ml;sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/510gHLM8t4L._AC_UL320_.jpg;https://www.amazon.in/Fitkit-Classic-Bottle-Shaker-700ml/dp/B074VHN2F3/ref=sr_1_158?qid=1679216996&s=sports&sr=1-158;4.1;18123.0;220.0;449.0;Fitkit
R for Rabbit Tiny Toes T20 Ace with EVA Wheels Kids/Baby Tricycle, Cycle for Kids, Tricycle for Kids for 1.5 to 5 Years, B...;sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61owxoI1sjL._AC_UL320_.jpg;https://www.amazon.in/Rabbit-Wheels-Tricycle-Container-Storage/dp/B0BBRB64R1/ref=sr_1_159?qid=1679216996&s=sports&sr=1-159;3.9;135.0;2999.0;3996.0;R
Nivia Performance Football;sports & fitness;Cycling;https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81euRm6ArDL._AC_UL320_.jpg;https://www.amazon.in/Nivia-Performance-Football-Guard-Large/dp/B00KWUPDA0/ref=sr_1_160?qid=1679216996&s=sports&sr=1-160;4.1;1639.0;151.0;165.0;Nivia
